Version,Timestamp,Score,MaxTile,TimeSpent,TurnsPerSecond,TurnsTotal,Down %,Right %,Up %,Left %,Garden,Note
0.1.6,16May2014 22:47:48,11472,1024,04:16,2.64,676,0.1,23.4,47.3,29.1,[1024 256 8 32 - 2 8 32 64 - 8 16 8 4 - 4 2 4 2],tim's build
0.1.6,16May2014 22:53:17,11700,512,05:27,2.31,754,0.3,26.4,47.2,26.1,[4 256 512 128 - 2 512 128 64 - 8 32 8 4 - 4 2 4 2],tim's build
0.1.6,16May2014 22:57:28,8624,512,04:10,2.4,599,0.2,26.5,47.4,25.9,[128 512 2 128 - 8 128 256 32 - 4 64 32 16 - 2 16 2 4],tim's build
0.1.6,16May2014 23:03:49,15696,1024,06:21,2.4,916,0.3,26.9,46.6,26.2,[64 2 256 32 - 2 512 64 8 - 1024 32 16 4 - 2 4 8 2],tim's build
0.1.6,16May2014 23:06:09,4244,256,02:18,2.54,351,0.3,26.5,48.4,24.8,[32 128 8 64 - 16 64 256 128 - 4 32 16 8 - 2 8 4 2],tim's build
0.1.6,16May2014 23:11:13,9948,512,05:03,2.29,693,0.1,23.1,45.5,31.3,[256 512 256 128 - 32 64 128 64 - 8 32 8 4 - 2 4 16 2],tim's build
0.1.6,16May2014 23:15:35,8936,512,04:21,2.4,627,0.2,25.8,47.5,26.5,[128 512 256 128 - 32 64 128 64 - 8 16 32 16 - 2 4 8 4],tim's build
0.1.6,16May2014 23:19:03,7924,512,03:26,2.68,552,0.2,25.7,48.2,25.9,[64 512 2 128 - 32 128 256 16 - 8 32 16 4 - 2 4 8 2],tim's build
0.1.6,16May2014 23:22:03,7104,512,02:59,2.72,487,0.2,28.1,50.9,20.7,[128 512 2 32 - 16 8 256 16 - 8 16 64 4 - 2 4 8 2],tim's build
0.1.6,16May2014 23:28:01,15384,1024,05:57,2.57,918,0.1,25.9,49.1,24.8,[4 512 128 64 - 128 1024 64 4 - 8 16 32 2 - 2 4 2 8],tim's build
0.1.6,16May2014 23:32:49,12616,1024,04:47,2.65,760,0.4,25.8,46.1,27.8,[64 1024 2 64 - 16 64 256 16 - 8 128 16 8 - 2 4 8 2],tim's build
0.1.6,16May2014 23:42:14,27268,2048,09:24,2.52,1420,0.0,24.6,47.4,28.0,[2048 512 256 32 - 16 32 64 128 - 4 16 8 4 - 2 8 4 2],tim's build
0.1.6,16May2014 23:51:51,27624,2048,09:36,2.54,1461,0.2,25.7,47.2,26.9,[128 256 4 2048 - 64 512 64 32 - 16 32 16 4 - 4 2 8 2],tim's build
0.1.6,16May2014 23:58:52,17072,1024,07:00,2.43,1020,0.3,27.5,47.8,24.4,[128 2 512 1024 - 2 256 128 64 - 16 64 32 4 - 2 4 2 8],tim's build
0.1.6,17May2014 00:06:03,16696,1024,07:10,2.3,987,0.2,26.2,47.2,26.3,[1024 2 256 128 - 2 512 128 4 - 8 64 16 2 - 2 4 2 16],tim's build
0.1.6,17May2014 00:12:10,15912,1024,06:05,2.6,949,0.2,25.3,47.5,27.0,[256 2 512 64 - 32 1024 64 32 - 16 32 8 4 - 2 4 16 2],tim's build
0.1.6,17May2014 00:16:29,8712,512,04:18,2.4,619,0.0,23.7,49.3,27.0,[128 512 256 128 - 16 64 128 32 - 8 32 16 8 - 4 2 8 2],tim's build
0.1.6,17May2014 00:23:06,15848,1024,06:36,2.35,930,0.2,26.5,50.0,23.3,[16 512 4 128 - 2 32 1024 16 - 8 256 8 4 - 2 16 4 2],tim's build
0.1.6,17May2014 00:24:56,3200,256,01:49,2.41,263,0.4,26.2,46.4,27.0,[256 2 64 32 - 16 128 16 8 - 8 32 2 4 - 2 4 8 16],tim's build
0.1.6,17May2014 00:36:20,32584,2048,11:23,2.46,1681,0.0,26.0,44.6,29.4,[2048 1024 256 64 - 32 64 128 32 - 8 16 8 2 - 2 4 2 4],tim's build
0.1.6,17May2014 00:41:57,15048,1024,05:36,2.61,878,0.3,26.1,48.2,25.4,[1024 512 2 128 - 16 32 128 8 - 4 16 64 4 - 2 8 4 2],tim's build
0.1.6,17May2014 00:48:06,16172,1024,06:08,2.59,954,0.2,25.7,47.7,26.4,[8 512 256 2 - 32 1024 64 128 - 8 32 16 4 - 2 4 8 2],tim's build
0.1.7,18May2014 00:44:54,9344,512,04:41,2.26,634,0.2,27.9,46.7,25.2,[128 256 512 2 - 16 128 256 32 - 8 32 16 8 - 2 8 4 2],
0.1.7,18May2014 00:59:58,16040,1024,06:57,2.24,934,0.7,24.0,46.9,28.4,[16 512 256 4 - 2 64 128 1024 - 32 16 8 4 - 2 8 4 2],
0.1.7,18May2014 21:43:51,16880,1024,06:51,2.46,1010,0.0,25.8,47.1,27.0,[1024 512 256 128 - 16 128 64 16 - 8 16 32 4 - 4 2 4 8],
0.1.7,18May2014 21:58:54,12588,1024,05:19,2.41,769,0.0,25.1,47.2,27.7,[1024 256 128 64 - 16 32 64 16 - 8 16 32 4 - 2 4 8 2],
0.1.7,18May2014 22:24:31,8628,512,14:44,0.68,600,0.2,27.3,46.5,26.0,[128 512 256 128 - 32 64 128 32 - 16 2 16 4 - 2 4 8 2],
0.1.7,18May2014 23:06:26,26664,2048,12:47,1.83,1400,0.1,25.5,45.9,28.4,[128 512 128 64 - 32 64 2048 32 - 8 32 16 4 - 2 4 8 2],
0.1.7,18May2014 23:38:54,13140,1024,06:08,2.16,795,0.1,27.3,45.0,27.5,[128 1024 256 64 - 16 64 128 16 - 8 32 16 4 - 4 2 8 2],
0.1.7,18May2014 23:44:45,7076,512,05:03,3.61,1094,0.1,14.2,72.8,13.0,[64 8 512 64 - 16 64 256 32 - 4 16 32 8 - 2 8 4 2],
0.1.7,19May2014 00:29:31,7356,512,03:14,2.61,506,0.2,29.8,49.0,20.9,[512 2 128 32 - 16 256 64 8 - 8 64 16 4 - 2 4 8 2],
0.1.7,19May2014 00:39:28,6708,512,03:12,2.48,476,0.2,24.8,46.4,28.6,[128 2 128 64 - 64 512 64 32 - 8 32 16 4 - 2 4 8 2],test+  /note
0.1.7,25May2014 01:07:16,7340,512,02:21,3.65,514,0.2,28.0,46.3,25.5,[32 512 256 32 - 4 128 64 16 - 16 32 8 2 - 2 4 16 4],
0.1.7,25May2014 01:13:32,17024,1024,04:56,3.44,1018,0.0,27.1,46.2,26.7,[128 256 512 1024 - 32 64 128 32 - 16 32 16 4 - 2 4 8 2],
0.1.7,25May2014 01:26:42,12632,1024,01:17,3.26,251,0.4,29.1,49.4,21.1,[128 1024 2 32 - 16 32 256 16 - 8 128 2 8 - 2 4 8 2],20 games on 10 instances
0.1.7,25May2014 01:27:07,13760,1024,02:06,3.14,396,0.0,26.5,44.7,28.8,[128 1024 256 128 - 32 128 64 32 - 16 32 16 4 - 2 4 8 2],20 games on 10 instances
0.1.7,25May2014 01:27:14,14592,1024,01:58,3.15,372,0.3,25.5,47.0,27.2,[32 512 2 64 - 16 1024 128 32 - 8 32 16 4 - 2 4 8 2],20 games on 10 instances
0.1.7,25May2014 01:27:52,7564,512,02:48,3.19,536,0.2,27.8,47.2,24.8,[64 128 256 32 - 16 64 512 16 - 8 16 32 8 - 2 8 4 2],20 games on 10 instances
0.1.7,25May2014 01:29:46,7400,512,03:01,2.83,512,0.2,25.0,46.5,28.3,[64 2 256 64 - 16 512 128 16 - 8 16 32 8 - 2 4 8 2],20 games on 10 instances
0.1.7,25May2014 01:29:52,6260,512,02:42,2.75,445,0.2,28.3,47.0,24.5,[128 512 2 4 - 32 64 128 32 - 8 16 32 8 - 4 2 4 2],20 games on 10 instances
0.1.7,25May2014 01:30:23,25972,2048,05:03,2.8,847,0.1,26.1,44.4,29.4,[2 512 64 4 - 2048 64 128 64 - 8 32 16 8 - 2 4 8 2],20 games on 10 instances
0.1.7,25May2014 01:31:24,28304,2048,06:01,2.78,1004,0.2,24.2,47.7,27.9,[2048 512 256 128 - 32 64 128 64 - 16 32 16 8 - 4 2 8 2],20 games on 10 instances
0.1.7,25May2014 01:31:44,8744,512,03:49,2.67,612,0.2,26.1,46.6,27.1,[128 2 256 128 - 64 512 128 16 - 8 64 16 8 - 2 4 8 2],20 games on 10 instances
0.1.7,25May2014 01:36:12,26344,2048,08:55,2.56,1371,0.1,26.0,47.3,26.6,[2048 512 2 128 - 32 64 128 32 - 4 16 32 2 - 2 4 2 4],20 games on 10 instances
0.1.7,25May2014 01:36:13,14864,1024,05:47,2.54,882,0.0,24.9,47.8,27.2,[1024 512 64 4 - 32 64 128 32 - 8 32 16 8 - 2 8 4 2],20 games on 10 instances
0.1.7,25May2014 01:38:53,17216,1024,07:26,2.28,1019,0.1,25.8,47.6,26.5,[256 1024 2 256 - 16 32 512 32 - 8 64 2 4 - 2 16 8 2],20 games on 10 instances
0.1.7,25May2014 13:41:29,36408,2048,14:56,2.11,1895,0.1,24.9,47.4,27.7,[128 512 1024 2048 - 32 64 256 32 - 16 32 16 8 - 2 4 8 4],
0.1.7,26May2014 23:24:45,10972,1024,05:49,1.89,659,0.3,26.6,49.3,23.8,[64 2 128 64 - 8 1024 64 16 - 2 32 16 8 - 4 2 4 2],
0.1.7,27May2014 00:05:41,12696,1024,05:22,2.37,764,0.1,25.0,45.8,29.1,[16 256 128 8 - 4 128 1024 32 - 16 32 16 8 - 2 4 8 2],
0.1.7,27May2014 00:10:02,7572,512,04:19,2.05,532,0.4,23.5,48.7,27.4,[64 128 2 512 - 32 64 256 32 - 16 32 8 4 - 2 8 4 2],
0.1.7,27May2014 00:20:09,21808,2048,10:05,1.83,1109,0.0,27.1,48.2,24.7,[4 16 8 2048 - 128 64 2 16 - 16 32 64 4 - 4 2 4 2],
0.1.7,27May2014 03:08:59,7328,512,00:44,3.48,153,0.7,23.5,48.4,27.5,[512 16 2 64 - 32 128 256 32 - 16 32 4 2 - 2 4 16 8],600 games on 6 instances
0.1.7,27May2014 03:12:27,15420,1024,01:19,3.97,314,0.0,27.1,45.9,27.1,[1024 512 128 64 - 32 128 64 16 - 8 16 8 2 - 2 4 2 4],100 games run thru PhantomJS
0.1.7,27May2014 03:17:36,17080,1024,05:08,3.36,1036,0.1,25.8,47.8,26.4,[128 256 512 1024 - 32 64 128 32 - 8 32 8 4 - 2 4 16 2],100 games run thru PhantomJS
0.1.7,27May2014 03:27:45,30052,2048,10:08,2.45,1488,0.0,25.2,46.6,28.2,[2048 1024 32 2 - 16 64 16 64 - 8 32 2 4 - 2 4 8 16],100 games run thru PhantomJS
0.1.7,27May2014 03:34:37,12624,1024,06:51,1.88,771,0.3,27.9,47.1,24.8,[64 4 1024 64 - 32 256 128 32 - 8 32 16 4 - 2 4 8 2],100 games run thru PhantomJS
0.1.7,27May2014 03:44:29,16496,1024,09:51,1.67,986,0.0,28.3,45.7,26.0,[1024 512 256 64 - 32 64 128 8 - 8 16 32 2 - 2 4 2 8],100 games run thru PhantomJS
0.1.7,27May2014 03:55:35,14652,1024,11:05,1.34,893,0.1,23.6,47.5,28.8,[2 1024 256 128 - 256 64 128 32 - 8 16 32 8 - 2 4 8 2],100 games run thru PhantomJS
0.1.7,27May2014 04:00:25,4204,256,04:49,1.2,347,0.3,24.8,47.3,27.7,[128 256 4 64 - 32 64 128 32 - 4 16 8 4 - 2 8 4 2],100 games run thru PhantomJS
0.1.7,27May2014 04:10:56,10636,512,10:29,1.09,687,0.1,23.9,46.0,30.0,[512 4 512 4 - 16 64 256 64 - 8 32 16 4 - 2 4 8 2],100 games run thru PhantomJS
0.1.7,27May2014 04:28:30,17076,1024,17:33,0.97,1020,0.2,25.7,45.0,29.1,[128 512 1024 128 - 16 64 256 64 - 4 8 32 4 - 2 4 8 2],100 games run thru PhantomJS
0.1.7,27May2014 04:45:36,16552,1024,17:04,0.96,982,0.1,23.4,46.6,29.8,[1024 512 2 128 - 8 128 256 16 - 4 16 32 4 - 2 4 8 2],100 games run thru PhantomJS
0.1.7,27May2014 04:59:11,12140,1024,13:33,0.88,716,0.4,23.7,48.3,27.5,[64 1024 2 4 - 8 32 256 128 - 4 16 8 32 - 2 4 2 4],100 games run thru PhantomJS
0.1.7,27May2014 05:15:01,12420,1024,15:49,0.78,738,0.0,24.7,47.2,28.2,[1024 256 2 64 - 8 64 128 32 - 2 32 16 4 - 4 2 4 2],100 games run thru PhantomJS
0.1.7,27May2014 05:27:16,8248,512,12:14,0.8,584,0.0,25.3,47.3,27.4,[512 256 128 64 - 32 128 64 16 - 16 32 8 4 - 2 8 4 2],100 games run thru PhantomJS
0.1.7,27May2014 05:58:25,23308,2048,31:08,0.64,1195,0.1,25.7,47.4,26.8,[16 64 256 128 - 2 32 2048 32 - 16 8 16 4 - 4 2 4 2],100 games run thru PhantomJS
0.1.7,27May2014 06:06:52,4228,256,08:26,0.69,348,0.0,22.4,48.3,29.3,[128 256 128 64 - 16 32 64 32 - 4 16 8 4 - 2 8 4 2],100 games run thru PhantomJS
0.1.7,27May2014 06:35:11,16996,1024,28:18,0.6,1013,0.4,27.1,45.6,26.9,[1024 2 256 128 - 64 512 128 16 - 16 64 8 2 - 2 4 2 4],100 games run thru PhantomJS
0.1.7,27May2014 07:02:31,15516,1024,27:18,0.57,929,0.1,27.8,45.0,27.1,[128 1024 2 128 - 32 64 512 64 - 8 16 32 16 - 2 4 8 2],100 games run thru PhantomJS
0.1.7,27May2014 07:29:20,14680,1024,26:48,0.54,865,0.2,25.5,49.6,24.6,[4 64 512 1024 - 16 128 32 2 - 8 64 16 8 - 2 8 4 2],100 games run thru PhantomJS
0.1.7,27May2014 08:01:34,16836,1024,32:12,0.53,1019,0.0,27.4,47.6,25.0,[64 256 512 1024 - 32 64 128 64 - 16 32 16 4 - 2 4 8 2],100 games run thru PhantomJS
0.1.7,27May2014 08:35:01,15704,1024,33:26,0.48,955,0.2,26.9,45.1,27.7,[64 512 128 32 - 32 128 1024 16 - 16 64 32 4 - 4 2 8 16],100 games run thru PhantomJS
0.1.7,27May2014 09:10:44,15632,1024,35:42,0.44,942,0.1,27.8,45.0,27.1,[128 1024 512 64 - 32 128 64 32 - 16 32 16 4 - 2 4 8 2],100 games run thru PhantomJS
0.1.7,27May2014 10:04:36,25920,2048,53:51,0.42,1354,0.1,25.0,49.5,25.5,[2048 512 2 64 - 16 32 128 32 - 8 64 16 8 - 2 4 8 4],100 games run thru PhantomJS
0.1.7,27May2014 11:00:59,22320,1024,56:21,0.38,1286,0.1,26.0,46.3,27.6,[128 1024 256 1024 - 32 64 128 64 - 16 32 16 4 - 2 4 8 2],100 games run thru PhantomJS
0.1.7,30May2014 18:42:19,14772,1024,06:04,2.4,873,0.2,25.2,46.3,28.3,[2 512 64 2 - 128 64 1024 32 - 16 32 16 2 - 2 4 8 4],3 games to check Selenium reloads
0.1.7,30May2014 19:01:00,28000,2048,10:49,2.27,1474,0.1,23.7,45.9,30.3,[64 512 256 128 - 16 2048 128 32 - 8 32 16 4 - 2 4 8 2],3 games to check Selenium reloads
0.1.7,30May2014 19:11:54,18008,1024,07:45,2.33,1084,0.1,25.5,46.0,28.4,[256 1024 512 256 - 32 128 64 16 - 16 32 16 4 - 2 4 8 2],3 games to check Selenium reloads
0.1.7,30May2014 19:26:32,3252,256,01:26,3.21,276,0.0,26.4,53.6,19.9,[8 16 128 256 - 32 64 32 16 - 8 16 2 4 - 2 4 8 2],3 games to check Selenium reloads
0.1.7,30May2014 20:53:05,12256,1024,05:11,2.36,735,0.3,24.5,47.5,27.8,[32 256 2 32 - 8 64 128 16 - 16 1024 16 4 - 2 4 8 2],3 games to check Selenium reloads
0.1.7,30May2014 20:55:26,4268,256,02:10,2.52,327,0.6,22.6,44.3,32.4,[256 4 16 2 - 32 64 256 32 - 8 32 16 4 - 2 4 8 2],3 games to check Selenium reloads
0.1.7,30May2014 21:02:39,16824,1024,07:02,2.37,1001,0.1,25.2,46.4,28.4,[1024 512 2 128 - 64 128 256 16 - 8 32 8 4 - 4 2 16 2],3 games to check Selenium reloads
0.1.8,30May2014 21:17:08,6216,512,00:36,3.83,138,0.7,26.1,47.1,26.1,[64 16 128 64 - 32 64 512 32 - 8 16 32 16 - 2 4 8 2],PHJS do not clear cache
0.1.8,30May2014 21:21:40,15884,1024,04:23,3.57,940,0.1,24.9,48.0,27.0,[32 512 256 64 - 16 1024 64 32 - 8 32 16 8 - 2 4 8 2],3 games to check Selenium reloads PH
0.1.8,30May2014 21:26:14,16196,1024,04:25,3.63,961,0.3,26.8,45.9,27.0,[64 4 32 2 - 32 512 1024 256 - 2 128 16 8 - 4 2 8 2],3 games to check Selenium reloads PH
0.1.8,30May2014 21:32:44,12812,1024,05:17,2.48,785,0.1,28.9,48.2,22.8,[1024 2 128 64 - 32 256 64 32 - 8 64 16 8 - 2 4 8 4],3 games to check Selenium reloads
0.1.8,30May2014 21:39:21,15556,1024,06:26,2.43,939,0.1,30.0,46.3,23.5,[128 1024 512 64 - 32 64 128 16 - 8 32 16 4 - 2 4 8 2],3 games to check Selenium reloads
0.1.8,30May2014 21:48:16,16552,1024,08:44,1.88,984,0.0,26.0,46.8,27.1,[64 256 512 1024 - 32 64 128 32 - 8 32 16 4 - 2 4 8 2],3 games to check Selenium reloads
0.1.8,30May2014 22:13:01,19696,1024,05:23,3.47,1121,0.2,27.3,47.0,25.5,[2 1024 512 64 - 512 256 64 16 - 8 16 32 2 - 2 4 8 4],3 games to check Selenium reloads
0.1.8,31May2014 01:16:40,16428,1024,04:29,3.62,975,0.1,26.2,46.9,26.9,[2 512 256 64 - 1024 64 128 32 - 8 32 8 4 - 4 2 4 2],3 games to check Selenium reloads
0.1.8,31May2014 01:19:40,9328,512,02:51,3.81,651,0.0,27.0,44.1,28.9,[256 512 256 64 - 32 64 128 32 - 8 32 16 2 - 2 4 2 4],3 games to check Selenium reloads
0.1.8,31May2014 01:21:14,4192,256,01:26,3.99,343,0.9,24.2,46.1,28.9,[32 64 256 2 - 8 128 64 128 - 32 16 2 8 - 2 4 8 2],3 games to check Selenium reloads
0.1.8,31May2014 01:29:59,6332,512,02:33,2.84,434,0.5,24.9,50.0,24.7,[32 2 256 32 - 16 512 16 4 - 8 16 32 16 - 2 4 8 4],
0.1.8,31May2014 01:34:23,7880,512,04:13,2.21,560,0.2,23.6,47.0,29.3,[64 256 512 64 - 32 64 128 32 - 8 32 16 4 - 2 4 8 2],
0.1.8,31May2014 01:38:38,8824,512,04:04,2.45,597,0.0,22.6,47.6,29.8,[128 256 512 256 - 16 64 32 16 - 4 16 8 4 - 2 8 4 2],
0.1.8,01June2014 15:22:49,8264,512,04:03,2.4,583,0.0,26.2,46.7,27.1,[32 256 512 128 - 16 64 128 64 - 8 16 32 16 - 4 2 8 2],
0.1.8,01June2014 15:28:25,6996,512,02:57,2.65,469,9.0,25.6,41.4,24.1,[8 2 32 2 - 2 8 64 8 - 16 512 256 2 - 2 4 128 8],
0.1.8,01June2014 21:49:34,27416,2048,10:23,2.3,1430,0.3,25.1,47.1,27.6,[2048 2 256 2 - 16 512 128 64 - 8 64 32 4 - 2 4 8 2],perfect 1.8 persp 1.3
0.1.8,01June2014 22:23:35,14524,1024,04:10,3.56,889,0.0,23.5,46.7,29.8,[256 1024 256 64 - 64 128 64 32 - 16 32 16 4 - 2 4 8 2],perfect 1.6 persp 1.2
0.1.8,01June2014 22:48:24,19540,1024,06:11,3.15,1167,0.1,24.3,45.0,30.7,[256 1024 512 256 - 2 128 256 32 - 16 64 16 8 - 2 4 8 4],perfect 1.2 score 2
0.1.8,01June2014 23:06:48,9904,512,03:04,3.69,679,0.0,24.3,47.0,28.7,[256 512 256 128 - 32 64 128 64 - 16 32 16 2 - 2 4 2 4],perfect 1.2 score 2
0.1.8,01June2014 23:17:55,13276,1024,03:42,3.66,812,0.0,25.1,47.2,27.7,[128 1024 256 64 - 16 64 128 32 - 8 16 32 16 - 4 2 8 2],perfect 1.6 persp 1.2
0.1.8,02June2014 00:29:18,7396,512,02:09,3.97,512,0.0,24.0,47.7,28.3,[128 512 256 64 - 16 64 32 16 - 8 16 8 4 - 4 2 4 2],perfect 1.8 persp 1.2
0.1.8,02June2014 00:32:52,12824,1024,03:25,3.85,789,0.1,22.6,47.0,30.3,[1024 2 128 64 - 64 256 64 32 - 8 32 16 2 - 2 4 8 4],perfect 1.8 persp 1.2
0.1.8,02June2014 00:35:41,8740,512,02:40,3.84,615,0.0,24.2,48.0,27.8,[128 512 256 128 - 32 64 128 32 - 8 32 16 4 - 2 4 8 2],perfect 1.8 persp 1.2
0.1.9,02June2014 00:40:38,12228,512,03:33,3.74,796,0.3,27.6,46.4,25.8,[512 256 2 256 - 16 64 512 32 - 8 32 16 4 - 2 4 8 2],perfect 1.8
0.1.9,02June2014 00:45:06,15556,1024,04:19,3.58,927,0.0,23.9,46.9,29.1,[1024 512 128 64 - 32 128 64 32 - 8 32 16 4 - 2 4 8 2],perfect 1.8
0.1.9,02June2014 00:47:23,7500,512,02:09,4.08,526,0.4,22.8,48.3,28.5,[32 256 128 64 - 16 64 512 32 - 4 8 16 8 - 2 4 2 4],perfect 1.8
0.1.9,02June2014 01:24:23,17252,1024,04:47,3.65,1048,0.2,24.6,46.3,28.9,[1024 2 256 128 - 32 512 128 64 - 16 64 32 4 - 2 4 8 2],perfect 1.8 score 1.4 persp 1.2
0.1.9,02June2014 01:26:39,6916,512,02:06,3.9,492,0.6,24.6,49.6,25.2,[2 16 512 128 - 128 64 128 32 - 8 32 16 4 - 2 4 8 2],perfect 1.8 score 1.4 persp 1.2
0.1.9,02June2014 01:29:12,7820,512,02:17,3.88,531,0.2,19.8,46.1,33.9,[128 512 2 32 - 64 2 256 128 - 8 32 8 4 - 2 4 16 2],perfect 1.8 score 1.4 persp 1.2
0.1.9,02June2014 01:30:40,3852,256,01:19,4.03,318,0.3,25.5,50.3,23.9,[64 256 2 64 - 32 64 128 32 - 8 16 32 16 - 2 4 2 4],perfect 1.8 score 1.4 persp 1.2
0.1.9,02June2014 01:33:51,12160,1024,03:01,3.96,716,0.1,22.2,45.9,31.7,[1024 256 2 32 - 4 64 128 8 - 16 32 16 4 - 2 4 8 2],perfect 1.8 score 1.4 persp 1.2
0.1.9,02June2014 01:36:33,8588,512,02:33,3.88,594,0.2,23.6,48.5,27.8,[128 512 2 128 - 32 64 256 32 - 8 128 16 4 - 4 2 8 2],perfect 1.8 score 1.4 persp 1.2
0.1.9,02June2014 01:38:01,3900,256,01:20,4.11,329,0.0,23.4,48.9,27.7,[64 256 128 64 - 32 64 16 32 - 4 16 32 8 - 2 8 4 2],perfect 1.8 score 1.4 persp 1.2
0.1.9,02June2014 01:39:29,4092,256,01:19,4.18,330,0.0,23.3,51.5,25.2,[128 256 128 64 - 2 4 64 16 - 8 32 16 8 - 4 2 8 2],perfect 1.8 score 1.4 persp 1.2
0.1.9,02June2014 01:42:07,8196,512,02:29,3.87,576,0.2,25.9,47.9,26.0,[4 256 512 128 - 64 128 64 32 - 8 32 16 2 - 4 2 4 8],perfect 1.8 score 1.4 persp 1.2
0.1.9,02June2014 01:43:28,3704,256,01:13,4.14,302,0.3,23.5,49.0,27.2,[32 8 256 128 - 2 4 128 32 - 8 32 16 4 - 2 4 8 2],perfect 1.8 score 1.4 persp 1.2
0.1.9,02June2014 01:48:24,16880,1024,04:47,3.52,1011,0.0,23.2,48.8,28.0,[1024 512 256 128 - 4 32 128 16 - 16 64 16 4 - 2 4 8 2],perfect 1.8 score 1.4 persp 1.2
0.1.9,02June2014 01:52:21,13532,1024,03:49,3.57,817,0.6,20.8,48.0,30.6,[128 1024 2 128 - 16 64 256 32 - 8 128 16 8 - 2 4 8 4],perfect 1.8 score 1.4 persp 1.2
0.1.9,02June2014 01:55:49,12716,1024,03:19,3.89,774,0.3,23.6,49.5,26.6,[64 256 128 64 - 16 64 1024 16 - 8 32 8 4 - 4 2 4 2],perfect 1.8 score 1.4 persp 1.2
